CreditScore,Germany,Spain,Male,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
0.7282352941176471,0,0,0,0.45652173913043476,0.2,0.0,0.25,1,1,0.5067634543058819,1
0.7152941176470589,0,1,0,0.44565217391304346,0.1,0.33403147867725896,0.25,0,1,0.5627340588006109,0
0.5905882352941176,0,0,0,0.45652173913043476,0.8,0.6363571759354565,0.75,1,0,0.5696792699405497,1
0.8223529411764706,0,0,0,0.42391304347826086,0.1,0.0,0.5,0,0,0.4691507900697066,0
1.0,0,1,0,0.4673913043478261,0.2,0.5002462155052675,0.25,1,1,0.3954353683698507,0
0.7588235294117647,0,1,1,0.4782608695652174,0.8,0.4533943642217444,0.5,1,0,0.74881170532012,1
0.9670588235294117,0,0,1,0.5434782608695652,0.7,0.0,0.5,1,1,0.05031589187753459,0
0.4423529411764706,1,0,0,0.31521739130434784,0.4,0.4585397202505607,1.0,1,0,0.596756838057111,1
0.5894117647058823,0,0,1,0.4782608695652174,0.4,0.5661703921301274,0.5,0,1,0.3747165893437593,0
0.8047058823529412,0,0,1,0.29347826086956524,0.2,0.5364882610306041,0.25,1,1,0.3586421349442739,0
0.6211764705882353,0,0,1,0.33695652173913043,0.6,0.40660620413650816,0.5,0,0,0.4009206746173656,0
0.5847058823529412,0,1,1,0.2608695652173913,0.3,0.0,0.5,1,0,0.38196441186188596,0
0.56,0,0,0,0.3695652173913043,1.0,0.0,0.5,1,0,0.13130983724988057,0
0.6458823529411765,0,0,0,0.2717391304347826,0.5,0.0,0.5,0,0,0.9543248326137063,0
0.7470588235294118,0,1,0,0.3804347826086957,0.7,0.0,0.5,1,1,0.3297706493764165,0
0.7247058823529412,1,0,1,0.4891304347826087,0.3,0.570468312453076,0.5,0,1,0.32164839397961364,0
0.768235294117647,1,0,1,0.6304347826086957,0.1,0.5285129113577549,0.25,1,0,0.025489308397995764,1
0.6458823529411765,0,1,0,0.2608695652173913,0.9,0.0,0.5,1,1,0.07203475850691986,0
0.6905882352941176,0,1,1,0.4891304347826087,0.6,0.0,0.25,0,0,0.7934538838660333,0
0.8541176470588235,0,0,0,0.2608695652173913,0.6,0.0,0.5,1,1,0.27363043850448776,0
0.8611764705882353,0,0,1,0.44565217391304346,0.8,0.0,0.5,1,1,0.8544629778079657,0
0.7482352941176471,0,1,0,0.34782608695652173,0.8,0.0,0.5,1,0,0.6928033494059376,0
0.6,0,1,0,0.41304347826086957,0.4,0.0,0.25,1,0,0.5945900065842475,1
0.7870588235294118,0,0,1,0.5,0.3,0.0,0.5,0,1,0.04244034575700046,0
0.9952941176470588,0,0,0,0.41304347826086957,0.5,0.0,0.25,1,1,0.938116073164351,0
0.6788235294117647,0,0,1,0.2717391304347826,0.3,0.0,0.5,0,1,0.6225648584386773,0
0.8894117647058823,1,0,1,0.391304347826087,0.2,0.5453036330408095,0.25,1,1,0.8502417190886378,0
0.6717647058823529,0,0,1,0.4782608695652174,0.9,0.0,0.5,0,0,0.19217397574148787,0
0.6752941176470588,1,0,0,0.4673913043478261,0.3,0.5633738782148561,0.25,1,1,0.5009559859450715,0
0.4835294117647059,0,0,1,0.31521739130434784,0.0,0.23793393564693935,0.5,1,1,0.2674261052215563,0
0.6952941176470588,0,1,0,0.42391304347826086,0.3,0.0,0.75,1,0,0.7023733092364273,1
0.6270588235294118,0,0,1,0.391304347826087,0.7,0.34002530668926173,0.25,0,1,0.7836890167070282,0
0.6505882352941177,1,0,1,0.44565217391304346,0.9,0.43887356814872525,0.5,0,0,0.40950944755522806,0
0.611764705882353,0,1,0,0.45652173913043476,0.6,0.0,0.5,1,1,0.17205921942665045,0
0.8494117647058823,0,1,0,0.31521739130434784,0.9,0.0,0.5,1,1,0.7101920532212012,0
0.5588235294117647,0,0,0,0.4891304347826087,0.0,0.5351337668612782,0.25,1,0,0.13912018091880254,1
0.5764705882352941,0,1,1,0.33695652173913043,0.3,0.5789610833625717,0.25,0,1,0.5703552953591055,0
0.9458823529411765,0,1,1,0.358695652173913,0.7,0.30509837679513624,0.25,0,1,0.49228575994457385,0
1.0,0,0,1,0.391304347826087,0.7,0.0,0.25,1,1,0.20407217311370907,0
0.6847058823529412,1,0,1,0.44565217391304346,0.6,0.28039065582364536,0.5,0,1,0.8904036791783371,0
0.5552941176470588,0,1,1,0.43478260869565216,0.4,0.0,0.25,1,0,0.3507842894892848,0
0.5470588235294118,0,0,0,0.5543478260869565,0.8,0.4883350048619342,0.25,0,0,0.906522335239805,1
0.6541176470588236,0,0,0,0.6630434782608695,0.2,0.4679961892097306,0.25,1,1,0.4707868515856196,0
0.9811764705882353,0,0,0,0.532608695652174,0.2,0.5236969320890406,0.25,0,0,0.9718653421368644,1
0.7764705882352941,0,1,0,0.6630434782608695,0.5,0.6214918176539327,0.25,1,1,0.7917217187366246,0
0.9129411764705883,1,0,0,0.34782608695652173,0.4,0.43611782776026714,0.5,1,1,0.6326110861768403,0
0.9752941176470589,1,0,0,0.29347826086956524,0.9,0.44657840958454487,0.25,1,1,0.5985635559897052,1
0.7494117647058823,1,0,0,0.42391304347826086,0.9,0.5494015518412276,0.25,1,1,0.5881361139178833,1
0.6470588235294118,1,0,1,0.41304347826086957,0.2,0.41208516174834176,0.25,0,1,0.45440773573086346,0
0.9129411764705883,1,0,0,0.40217391304347827,0.2,0.41359111183349384,0.5,1,0,0.9705320920066594,0
0.8211764705882353,1,0,1,0.4782608695652174,1.0,0.4637873887361996,0.5,1,0,0.9903330365221732,0
0.6882352941176471,1,0,1,0.391304347826087,0.5,0.5821127215436355,0.5,0,0,0.432139098430101,0
0.9270588235294117,0,0,0,0.358695652173913,0.5,0.0,0.5,0,0,0.5849129427266465,0
0.7705882352941177,1,0,1,0.44565217391304346,0.8,0.5004500831393336,0.25,0,0,0.8202355408563362,1
0.7070588235294117,1,0,1,0.45652173913043476,0.1,0.39257261783061004,0.25,1,0,0.20008132305774698,1
0.7282352941176471,0,0,1,0.4673913043478261,0.1,0.4990548951568344,0.25,1,1,0.5670737719738262,0
0.7717647058823529,0,0,1,0.4891304347826087,0.5,0.5096268369360644,0.25,1,0,0.43555422683892914,0
0.8529411764705882,1,0,1,0.20652173913043478,0.0,0.3024662324053563,0.25,0,0,0.2280773257074466,0
0.6011764705882353,0,1,0,0.717391304347826,0.4,0.0,0.25,1,0,0.008215858916295251,1
0.7223529411764706,0,0,1,0.5543478260869565,0.4,0.16216113881137956,0.25,1,1,0.23388519408329753,0
0.8729411764705882,1,0,1,0.3804347826086957,0.5,0.5454684808481404,0.25,0,0,0.42256373839656375,0
0.808235294117647,1,0,0,0.29347826086956524,0.9,0.607134474399546,0.5,0,0,0.6324978819203602,0
0.6529411764705882,0,1,1,0.358695652173913,0.1,0.22353573915209957,0.5,0,0,0.8940242653123758,0
0.8047058823529412,0,1,1,0.6086956521739131,0.8,0.31370171052318496,0.25,1,1,0.4970104875943335,0
0.7094117647058824,1,0,1,0.2826086956521739,0.4,0.4351024354151122,0.25,1,1,0.4642208047022568,0
0.8835294117647059,1,0,0,0.391304347826087,0.6,0.6768941923790651,0.5,1,1,0.13879701876790568,0
0.6835294117647058,1,0,0,0.3695652173913043,0.1,0.40507697766850276,0.25,1,0,0.5521783119045276,0
0.8647058823529412,1,0,1,0.4673913043478261,1.0,0.49095634805350646,0.5,1,1,0.9834033759669363,0
0.7776470588235294,1,0,0,0.3804347826086957,0.5,0.6007440311721783,0.5,0,1,0.5683056182912477,0
0.7941176470588235,0,0,0,0.22826086956521738,0.8,0.39208453121345005,0.25,1,0,0.0910184222926782,0
0.8682352941176471,1,0,1,0.6304347826086957,0.2,0.5330667921784499,1.0,1,0,0.14187463448625667,1
0.9564705882352941,0,0,1,0.31521739130434784,0.6,0.0,0.25,1,0,0.16977573356758213,0
0.7729411764705882,0,1,0,0.40217391304347827,0.0,0.6520861916485693,0.25,0,1,0.2210260605798778,0
0.7105882352941176,1,0,0,0.2717391304347826,0.5,0.6288642532113338,0.5,1,1,0.29214503465330294,0
0.6105882352941177,0,0,1,0.391304347826087,0.9,0.0,0.5,0,1,0.7278393667601901,0
0.8647058823529412,0,0,0,0.22826086956521738,0.1,0.7123138721382853,0.5,1,0,0.11194420910226224,0
0.7811764705882352,0,0,1,0.5978260869565217,0.8,0.0,0.5,1,1,0.6958343633720628,0
0.7976470588235294,0,0,0,0.34782608695652173,0.9,0.0,0.25,1,1,0.7410810646480308,0
0.8905882352941177,0,1,1,0.358695652173913,0.5,0.30790676804275396,0.25,0,1,0.9712346684235327,0
0.4894117647058824,1,0,0,0.44565217391304346,1.0,0.4870091278893355,0.5,1,0,0.4915265313975805,0
0.7823529411764706,0,0,0,0.3695652173913043,0.1,0.38519838871631107,0.5,0,0,0.8571005269798144,0
0.9141176470588235,0,0,0,0.34782608695652173,0.2,0.0,0.25,1,0,0.6823166051043519,1
0.6388235294117647,0,0,0,0.391304347826087,0.3,0.0,0.5,0,0,0.1301028418668542,0
0.5952941176470589,0,0,0,0.3695652173913043,0.4,0.35993745508385494,0.25,1,1,0.7962063873601647,0
0.58,0,0,0,0.5,0.4,0.0,0.5,1,0,0.009538658653565374,0
0.7670588235294118,0,1,0,0.8152173913043478,1.0,0.0,0.5,1,1,0.5734003098516504,0
0.8823529411764706,0,1,1,0.2391304347826087,0.3,0.4849850391447779,0.25,1,0,0.6432409358591883,1
0.8576470588235294,0,0,1,0.32608695652173914,0.9,0.0,0.5,1,0,0.7593753025113744,0
0.76,0,0,0,0.5,0.4,0.0,0.75,1,0,0.46627463192616037,1
0.7470588235294118,1,0,0,0.30434782608695654,0.3,0.32532599191966743,0.5,1,1,0.7839862778840483,0
0.7611764705882353,0,1,0,0.4782608695652174,0.5,0.0,0.75,1,1,0.8710588518128282,1
0.9505882352941176,0,0,1,0.4891304347826087,0.7,0.4728077045146099,0.5,1,0,0.735689961942569,0
0.6164705882352941,0,0,0,0.391304347826087,1.0,0.0,0.5,1,0,0.5480934583140327,0
0.9047058823529411,0,0,1,0.31521739130434784,0.8,0.0,0.5,1,1,0.8614854418526136,0
0.8588235294117647,0,1,1,0.45652173913043476,0.4,0.0,0.5,0,1,0.42992851531217574,0
0.6058823529411764,0,1,1,0.3804347826086957,1.0,0.7025719087777831,0.25,0,1,0.6064117010799606,0
0.9094117647058824,0,1,1,0.44565217391304346,0.9,0.4098374762438407,0.25,0,1,0.32298839436362803,0
0.9576470588235294,1,0,1,0.31521739130434784,0.8,0.38695551648081494,0.5,1,1,0.9864177393069979,0
0.8352941176470589,0,1,1,0.2391304347826087,0.8,0.0,0.5,0,0,0.4982439339719173,0
0.4858823529411765,0,0,1,0.3695652173913043,0.9,0.0,0.5,0,0,0.03267212847203055,0
0.7823529411764706,0,0,0,0.43478260869565216,0.6,0.0,0.25,1,1,0.8092705785737543,0
0.7329411764705882,0,0,0,0.4782608695652174,0.6,0.0,0.5,0,0,0.8358435777185221,0
0.8682352941176471,0,0,1,0.33695652173913043,0.9,0.3295128711422235,0.25,1,0,0.20986149079205377,0
0.6211764705882353,0,1,1,0.391304347826087,0.7,0.0,0.5,1,0,0.3026941813012169,0
0.788235294117647,0,1,0,0.7065217391304348,0.1,0.0,0.25,1,1,0.8883118005236996,1
0.731764705882353,0,1,0,0.5,0.4,0.4267600044304841,0.5,1,1,0.1549287753219521,1
0.6847058823529412,1,0,1,0.34782608695652173,0.1,0.3544810564321155,0.25,1,1,0.05027454032271614,0
0.9235294117647059,1,0,0,0.391304347826087,0.2,0.39779836506527416,0.25,0,1,0.18488955184714942,0
0.711764705882353,0,1,1,0.358695652173913,0.5,0.5982221706032118,0.25,0,0,0.35932746071252275,0
0.5635294117647058,1,0,1,0.3804347826086957,0.9,0.3700063639384421,0.25,1,0,0.49726799727669757,1
0.8058823529411765,1,0,1,0.32608695652173914,0.3,0.36085093354038683,0.25,0,1,0.315426260027377,0
0.6329411764705882,1,0,1,0.42391304347826086,0.7,0.43067326658405414,0.5,1,0,0.13616141966937956,0
0.6611764705882353,0,0,1,0.45652173913043476,0.2,0.39951818684630086,0.25,0,0,0.4340033685266566,0
0.7941176470588235,0,1,1,0.391304347826087,0.9,0.42324176321948087,0.25,0,1,0.11497592309470836,0
0.8482352941176471,1,0,1,0.30434782608695654,0.9,0.6156903785118493,0.5,0,1,0.506523745292823,1
0.7388235294117647,1,0,0,0.32608695652173914,0.9,0.5275101536245255,0.5,1,1,0.37085959432074644,0
0.7858823529411765,1,0,0,0.40217391304347827,0.6,0.6690541167531406,0.25,1,0,0.5782131908159747,0
0.5952941176470589,0,0,0,0.44565217391304346,0.1,0.0,0.5,1,0,0.15883747228895806,0
0.6164705882352941,1,0,0,0.33695652173913043,0.8,0.42973077236259555,0.25,1,0,0.9986644997851919,1
0.8223529411764706,1,0,1,0.3695652173913043,0.4,0.7380439205416032,0.5,1,0,0.6041951177364269,0
0.9741176470588235,0,0,1,0.3695652173913043,0.8,0.5158801328459695,0.5,0,0,0.19066601904231598,0
0.7929411764705883,0,1,1,0.42391304347826086,0.6,0.47905275006278447,0.25,0,0,0.5006735753264322,0
0.7717647058823529,0,0,0,0.42391304347826086,0.6,0.0,0.5,1,0,0.7053759221346723,0
0.8047058823529412,1,0,0,0.5217391304347826,1.0,0.5037281072964724,0.25,1,1,0.9906840497202694,0
0.7352941176470589,0,0,0,0.30434782608695654,0.3,0.0,0.25,0,0,0.9182665768232885,0
0.508235294117647,0,0,1,0.45652173913043476,0.9,0.6082288231050305,0.25,1,0,0.5513469306445923,1
0.6458823529411765,0,0,0,0.5652173913043478,0.1,0.0,0.25,0,1,0.043181873638448796,1
0.7352941176470589,1,0,1,0.6086956521739131,0.0,0.5919026326585427,0.25,1,0,0.2341292032580425,1
0.9741176470588235,0,0,0,0.44565217391304346,0.7,0.0,0.5,1,0,0.8569260704202477,0
0.9058823529411765,0,0,1,0.2608695652173913,0.9,0.4058503195460755,0.25,1,0,0.8363131953761461,0
0.8917647058823529,0,0,0,0.3695652173913043,0.3,0.0,0.5,1,1,0.6211541553962429,0
0.9352941176470588,1,0,0,0.358695652173913,0.9,0.5215760311288141,0.25,1,1,0.5746976586319645,0
0.808235294117647,0,0,1,0.41304347826086957,0.9,0.48852850972281214,0.25,1,1,0.17805109472116148,0
0.8070588235294117,0,0,1,0.2717391304347826,0.1,0.0,0.5,0,1,0.08229994447791236,0
0.928235294117647,1,0,1,0.42391304347826086,0.7,0.49752654553886805,0.5,1,1,0.6220787901625101,0
0.6929411764705883,1,0,0,0.5434782608695652,0.5,0.5775055920114815,0.5,1,1,0.17471271919824186,0
0.5423529411764706,1,0,0,0.3695652173913043,0.5,0.253744179559119,0.25,0,1,0.838952944630718,0
0.7494117647058823,0,0,1,0.43478260869565216,0.2,0.531941474723861,0.25,0,1,0.4658442157425119,0
0.6870588235294117,0,1,0,0.5217391304347826,0.2,0.8495329717336629,0.25,1,0,0.3758203808463198,1
0.6811764705882353,0,1,0,0.3804347826086957,0.1,0.5161073964333487,0.5,0,1,0.04295576513676914,1
0.8894117647058823,1,0,1,0.4782608695652174,1.0,0.547840320346799,0.25,1,0,0.9477551355930982,0
0.78,0,0,1,0.3695652173913043,0.7,0.0,0.5,1,1,0.902170121596572,0
0.8023529411764706,0,0,0,0.4673913043478261,0.5,0.5016057714907276,0.25,1,1,0.9666279952126199,0
0.9329411764705883,0,1,1,0.5652173913043478,0.2,0.0,0.25,1,0,0.7956490164030168,1
0.8129411764705883,0,0,0,0.33695652173913043,0.5,0.16307637096798944,0.25,1,0,0.6310929290941338,1
0.5705882352941176,0,1,0,0.22826086956521738,0.5,0.45100869440656166,0.25,1,1,0.2707176789847298,0
0.7470588235294118,0,1,0,0.31521739130434784,0.8,0.5512076237806354,0.5,1,0,0.7054040731931521,0
0.7647058823529411,0,0,1,0.40217391304347827,0.5,0.42633716342758926,0.25,0,0,0.12247975523879696,0
0.8647058823529412,0,0,1,0.4782608695652174,0.9,0.48099859986977184,0.25,1,0,0.374195769760943,0
0.4894117647058824,0,0,1,0.34782608695652173,0.0,0.0,0.5,0,1,0.00439451523377279,0
0.8870588235294118,0,1,0,0.34782608695652173,0.7,0.0,0.5,1,0,0.447620580533828,0
0.6294117647058823,0,0,0,0.5217391304347826,0.9,0.0,0.25,1,0,0.749492130904122,1
0.8423529411764706,0,1,1,0.45652173913043476,0.8,0.0,0.5,1,0,0.9040360917570501,0
0.6341176470588236,0,0,1,0.40217391304347827,0.2,0.5086112453068096,0.25,1,0,0.4932496461866966,0
0.7223529411764706,0,0,0,0.4673913043478261,0.6,0.0,0.5,1,1,0.5452281505784617,0
0.8305882352941176,0,1,1,0.6195652173913043,0.7,0.0,0.25,1,0,0.08970917306490724,1
0.8917647058823529,0,0,0,0.358695652173913,0.7,0.0,0.5,0,0,0.4149979539230675,0
0.6894117647058824,0,1,0,0.30434782608695654,0.2,0.0,0.5,1,1,0.4603540593126302,0
0.76,0,0,0,0.7934782608695652,0.6,0.3876444416137245,0.25,0,1,0.5236179880363502,0
0.7423529411764705,1,0,0,0.358695652173913,0.4,0.4912221531857815,0.25,0,0,0.5634590360597559,0
0.8435294117647059,0,1,0,0.2391304347826087,0.6,0.4027940188783422,0.25,0,1,0.4235137241160267,0
0.8047058823529412,0,0,1,0.32608695652173914,0.2,0.0,0.5,1,0,0.41738479366824194,0
0.9411764705882353,0,0,0,0.532608695652174,0.7,0.43048299012559244,0.25,0,0,0.23563440985381048,0
0.8482352941176471,0,1,0,0.391304347826087,0.2,0.0,0.5,1,1,0.5349091125826331,0
0.8035294117647059,0,1,1,0.31521739130434784,0.0,0.5328972014095444,0.25,1,0,0.2779231499104366,1
0.7764705882352941,1,0,1,0.33695652173913043,0.9,0.4989665325869958,0.5,1,1,0.6993984473816215,0
0.8282352941176471,1,0,0,0.2608695652173913,0.7,0.45051845552112413,0.25,1,0,0.8125479518029878,1
